Product,Brand,Ingredients,Price
Crystal-Infused Elixir Mist Aquamarine + Hydrating,COVER FX,"Water/Aqua/Eau, Butylene Glycol, Ppg-5-Ceteth-20, Glycerin, Pyrus Malus (Apple) Fruit Extract, Cocos Nucifera (Coconut) Water, Phenoxyethanol, Disodium Edta, Ethylhexylglycerin, Panthenol, Sodium Ascorbyl Phosphate, Hydrolyzed Collagen, Citrus Aurantium Dulcis (Orange) Peel Oil, Aloe Barbadensis Extract, Maltodextrin, Lavandula Angustifolia (Lavender) Oil, Tocopheryl Acetate, Sodium Hyaluronate, Citrus Aurantium Amara (Bitter Orange) Leaf Oil, Citrus Paradisi (Grapefruit) Peel Oil, Citrus Tangerina (Tangerine) Peel Oil, Mentha Viridis (Spearmint) Leaf Oil, Zingiber Officinale (Ginger) Root Oil, Aquamarine Extract, Xanthan Gum, Citrus Aurantium Amara (Bitterorange) Flower Oil, Limonene, Linalool.",20.00
Travel Size Cleanser,EVE LOM,"Paraffinum Liquidum, Peg-30 Lanolin, Cetearyl Alcohol, Bis-Diglyceryl Polyacyladipate-2, Aluminum Stearate, Theobroma Cacao (Cocoa) Seed Butter, Peg-75 Lanolin, Phenoxyethanol, Chamomilla Recutita (Matricaria) Flower Oil, Eucalyptus Globulus Leaf Oil, Eugenia Caryophyllus (Clove) Leaf Oil, Humulus Lupulus (Hops) Cone Oil, Bht, Eugenol, Limonene.",50.00
Gel Cleanser,Milk + Honey,"Organic Aloe barbadensis (Aloe) Leaf Juice, Sodium Cocoyl (Apple) Amino Acids, Disodium Cocoyl Glutamate, Sodium Cocoyl Glutamate, Chondrus crispus (Irish Moss), Organic Vegetable Glycerin, Caprylyl/Capryl Glucoside, Opuntia Tuna (Prickly Pear) Flower/Stem Extract, Sodium Chloride, Potassium Oleate, Potassium Cocoate, Lauryl Betaine, Glycerin, Benzyl Alcohol, Potassium Citrate, Potassium Palm Kernelate, Decyl Glucoside, Palm Kernel Acid, Organic Citrus limonum (Lemon) Peel Oil, Organic Citrus paradisi (Grapefruit) Oil, Organic Citrus reticulata (Mandarin Orange) Oil, Organic Brachylaena hutchinsii (Muhuhu) Oil, Citrus sinensis (Sweet Orange) Peel Oil, Phenethyl Alcohol, Pentylene Glycol, Propanediol, Lecithin, Citric Acid, Sclerotium Gum, Acacia Senegal Gum, Xanthan Gum, Pullulan, Potassium Sorbate.",36.00
Travel Size Blemish Clearing Cleanser,Juice Beauty,"Citrus Medica Limonum (Organic Lemon Juice/Jus De Citron Bio)*, Prunus Avium (Organic Sweet Cherry Juice/Jus De Cerise Sucrée Bio)*, Vitis Vinifera (Organic Red Grape Juice/Jus De Raisin Rouge Bio)*, Aloe Barbadensis (Organic Aloe Juice/Jus D¿aloès Bio)*, Decyl Glucoside**, Glycerin¿, Sodium Hydroxide, Gluconolactone**, Sclerotium Gum, Xanthan Gum, Lysolecithin, Pullulan**, Sodium Benzoate, Sodium Levulinate, Salvia Officinalis (Organic Sage Leaf Extract/Extrait De Feuilles De Sauge Bio)*, Taraxacum Officinale (Dandelion Leaf Extract/Extrait De Feuilles De Pissenlit), Melissa Officinalis (Lemon Balm Leaf Extract/Extrait De Feuilles De Mélisse), Nannochloropsis Occulta (Algae Extract/Extrait D¿algues), Helianthus Annuus (Sunflower Seed Oil/Huile De Graines De Tournesol), Tocopherol (Vitamin E), Tetrasodium Glutamate Diacetate**, Sodium Anisate**, Citric Acid, Citrus Aurantifolia (Lime Oil/Huile De Citron Vert), Litsea Cubeba (Organic Maychang Oil/Huile De Chang Mai Bio)*, Citrus Aurantium Amara (Organic Bitter Orangeoil/Huile D¿orange Amère Bio)*, Cananga Odorata (Organic Ylang Ylangoil/Huile D¿ylang Ylang Bio)*  *Certified Organic Ingredient / Ingrediént Certifié Bio**Plant Derived / Origine Végétale",10.00
Crystal-Infused Elixir Mist Rose Quartz + Defense,COVER FX,"Water/Aqua/Eau, Butylene Glycol, Ppg-5-Ceteth-20, Glycerin, Pyrus Malus (Apple) Fruit Extract, Phenoxyethanol, Rosa Damascena Flower Water, Disodium Edta, Ethylhexylglycerin, Panthenol, Sodium Ascorbyl Phosphate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Aloe Barbadensis Extract, Maltodextrin, Citrus Limon (Lemon) Peel Oil, Tocopheryl Acetate, Sodium Hyaluronate, Scenedesmus Rubescens Extract, Plankton Extract, Alteromonas Ferment Extract, Cananga Odorata Flower Oil, Elettaria Cardamomum Seed Oil, Lavandula Angustifolia (Lavender) Oil, Pelargonium Graveolens Oil, Rosa Damascena Flower Extract, Zingiber Officinale (Ginger) Root Oil, Arginine Ferulate, Quartz Powder, Xanthan Gum, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Citrus Nobilis (Mandarin Orange) Peel Oil, Ferula Galbaniflua (Galbanum) Resin Oil, Jasminum Officinale (Jasmine) Oil, Nigella Sativa Seed Oil, Pogostemon Cablin Oil, Salvia Sclarea (Clary) Oil, Thymus Vulgaris (Thyme) Flower/Leaf Oil, Limonene, Linalool.",20.00
Skin Balancing Gel Cleanser,Neutrogena,"Water, Sodium C14-16 Olefin Sulfonate, Cocamidopropyl Hydroxysultaine, Sorbitol, Gluconolactone, Sodium Benzoate, Sodium Hydroxide, Potassium Acrylates Copolymer, Disodium EDTA, Fragrance, Glycerin, Aloe Barbadensis Leaf Extract.",10.99
Travel Size Sea Foam Complete Face Wash,Pacifica,"Purified Water, Cocomidopropyl Betaine (Coconut Source), Sodium Cocoyl Glutamate (Coconut Source), Sodium Cocoyl Sulfoacetate (Coconut Source), Sodium Cocoamphoacetate, Decyl Glucoside (Corn Source), Aloe Barbadensis Leaf Juice, Glycerin (Vegetable), Magnesium Ascorbyl Phosphate, Glycol Stearate, Carica Papaya Extract, Lemon Bioflavanoids, Cocos Nucifera (Coconut) Oil, , Cocos Nucifera (Coconut) Water, Citric Acid, Tocopherol Acetate, Panthenol, Napca, Allantoin, Nori Extract, Garcinia Mangostana Peel Extract (Mangosteen), Camellia Sinensis Leaf Extract (White Tea), Sea Algae Extract, Sodium Benzoate, Potassium Sorbate, Ethylhexylglycerin, Fragrance (All Natural).",5.00
Cleansing Micellar Water,Erborian,"Aqua/Water, Peg-7 Glyceryl Cocoate, Butylene Glycol, Polysorbate 20, Centella Asiatica Extract, Scutellaria Baicalensis Root Extract, Polygonum Cuspidatum Root Extract, Camellia Sinensis Leaf Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Chamomilla Recutita (Matricaria) Flower Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Theobroma Cacao (Cocoa) Extract, Trehalose, Dextrin, Ppg-26-Buteth-26, Peg-40 Hydrogenated Castor Oil, Ethylhexylglycerin, Phenoxyethanol, CI 42090/Blue 1.",26.00
SUPERSTART Probiotic Cleanser Whip to Clay,Elizabeth Arden,"Aqua/Water/Eau, Kaolin, Glycerin, Stearic Acid, Myristic Acid, Lactococcus Ferment Lysate, Glyceryl Stearate SE, Butylene Glycol, Illite, Montmorillonite, Potassium Hydroxide, Phenoxyethanol, Lauric Acid, Lactic Acid, Hydroxyacetophenone, Squalane, Glyceryl Stearate, Hydroxyethyl, Acrylate/Sodium Acryloyldimethyl, Taurate Copolymer, PEG-100 Stearate, Polysorbate 60, Sodium Chloride, Tetrasodium EDTA, Xanthan Gum, Parfum (Fragrance), 1,2-Hexanediol, Caprylyl Glycol, Sodium Benzoate, Titanium Dioxide (CI 77891).",34.00
Argan Milk Clean Skin Niacinamide Cleanser,Josie Maran,"Aqua (Water)**, Cocoglycerides**, Cetearyl Alcohol**, Glycerin, Glyceryl Stearate Citrate**, Aloe Barbadensis (Aloe Vera) Leaf Juice**, Althaea Officinalis (Marshmallow) Root Extract**, Argania Spinosa (Argan) Kernel Oil*, Behenyl Alcohol**, Biosaccharide Gum-1**, Calendula Officinalis Extract**, Cetearyl Glucoside**, Chlorphensin, Glycine Soja (Soybean) Oil**, Glycine Soja (Soybean) Sterols**, Glycolipids**, Lactic Acid, Lecithin**, Niacinamide**, Phenoxyethanol, Phospholipids**, Potassium Sorbate**, Propanediol**, Rosmarinus Officinalis (Rosemary) Leaf Extract**, Sodium Hydroxide, Sodium Benzoate, Xanthan Gum.*Organic**Naturally-derived",38.00
Shiso Facial Cleanser,THANN,"Aqua (Water), Glycerin (Palm derived), Olive Oil PEG-7 Esters (Olive derived), Cetyl Alcohol (Coconut derived), Decyl Glucoside (Plant derived), Phenoxyethanol, Disodium Cocoyl Glutamate (Coconut derived), Parfum (Fragrance), Citrus Aurantium Dulcis (Orange) Oil, Perilla Ocymoides (Shiso) Leaf Extract, Camellia Sinensis (Green Tea) Leaf Extract, Algae Extract, Hamamelis Virginiana (Witch Hazel) Leaf Extract, Methylisothiazolinone.",35.00
NUDESKIN Gentle Hydra-Gel Face Cleanser,NUDESTIX,"Water (Aqua), Dipropylene Glycol, Peg-6 Caprylic/Capric Glycerides, Glycerin, 1,2-Hexanediol, Polyglyceryl-4 Caprate, Butylene Glycol, Carbomer, Propanediol, Tromethamine, Peg-60 Hydrogenated Castor Oil, Ethylhexylglycerin, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Tricholoma Matsutake Extract, Trisodium Ethylenediamine Disuccinate, Hydrolyzed Cicer Seed Extract, Rhododendron Chrysanthum Leaf Extract, Hyaluronic Acid, Hydrolyzed Hyaluronic Acid, Sodium Hyaluronate, Tocopherol.",18.00
Mineral Pink Salt Deep Cleansing Oil,Too Cool For School,"Glycine Soja (Soy Bean) Oil, Ethylhexyl Palmitate, Triethyl Hexanoin, Sorbeth-30 Tetraoleate, Isopropyl Myristate, Helianthus Annuus (Sunflower) Seed Oil, Caprylic/Capric Triglyceride, 1,2-Hexanediol, Litsea Cubeba Fruit Oil, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Citrus Aurantium Dulcis (Orange) Peel Oil, Lavandula Angustifolia (Lavender) Oil, Tocopheryl Linoleate, Pelargonium Graveolens Oil, Canarium Luzonicum Gum Nonvolatiles, Rosmarinus Officinalis (Rosemary) Leaf Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Persea Gratissima (Avocado) Oil, Eucalyptus Globulus Leaf Oil, Camellia Kissi Seed Oil, Citrus Aurantium Amara (Bitter Orange) Flower Oil, Anthemis Nobilis Flower Oil, Moringa Oleifera Seed Extract, Maltodextrin, Ectoin, Sea Water, Sea Salt.",30.00
Mineral Pink Salt Deep Cleansing Water,Too Cool For School,"Water/Aqua/Eau, Dipropylene Glycol, Peg-6 Caprylic/Capric Glycerides, Methylpropanediol, 1,2-Hexanediol, Hydrox Yacetophenone, Disodium Edta, Ethylhexylglycerin, Litsea Cubeba Fruit Oil, Sea Salt, Sea Water, Citrus Aurantium Dulcis (Orange) Peel Oil, Lavandula Angustifolia (Lavender) Oil, Pelargonium Graveolens Oil, Canarium Luzonicum Gum Nonvolatiles, Rosmarinus Officinalis (Rosema Ry) Leaf Oil, Eucalyptus Globulus Leaf Oil, Citrus Aurantium Amara (Bitter Orange) Flower Oil, Anthemis Nobilis Flower Oil, Moringa Oleifera Seed Extract, Maltodextrin, Sodium Citrate, Citric Acid, Ectoin.",20.00
Mineral Pink Salt Deep Cleansing Foam,Too Cool For School,"Sea Water, Sodium Chloride, Sodium Cocoyl Glycinate, Sodium Lauroyl Glu Tamate, Hydroxypropyl Starch Phosphate, Gly Cerin, Polyquaternium-51, Water/Aqua/Eau, Litsea Cubeba Fruit Oil, Hellodendron Amurense Bark Extract, Avena Sativa (Oat) Kernel Extract, Cynara Scolymus (Artichoke) Leaf Extract, Pteris Multifida Extract, Amaranthus Caudatus Seed Extract, Ulmus Davidiana Root Extract, Moringa Oleifera Seed Extract, Hydrogenated Lecithin, Citrus Aurantium Dulcis (Orange) Peel Oil, Lavandula Angustifolia (Lavender) Oil, Pelar Gonium Graveolens Oil, Sea Salt, Canarium Luzoni Cum Gum Nonvolatiles, Eucalyptus Globulus Leaf Oil, Rosmarinus Officinalis (Rosemary) Leaf Oil, Anthemis Nobilis Flower Oil, Citrus Aurantium Amara (Bitter Orange) Flower Oil, Cyanocobala Min, Methylpropanediol, Butylene Glycol, Betaglucan, 1,2-Hexanediol, Ectoin, Maltodextrin.",22.00
Travel Size MakeUp BreakUp Cool Cleansing Oil,boscia,"Cetyl Ethylhexanoate, Olea Europaea (Olive) Fruit Oil, Polyglyceryl-10 Diisostearate, Hydrogenated Polyisobutene, PEG-20 Glyceryl Triisostearate, Glyceryl Behenate/Eicosadioate, Persea Gratissima (Avocado) Oil, Camellia Sinensis Leaf Extract, Rosa Canina Fruit Oil, Eucalyptus Globulus Leaf Oil, Camellia Oleifera Leaf Extract, Corallina Officinalis Extract, Simmondsia Chinensis (Jojoba) Seed Extract, Epilobium Angustifolium Flower/Leaf/Stem Extract, Curcuma Longa (Turmeric) Root Extract, Ocimum Sanctum Leaf Extract, Aloe Barbadensis Flower Extract, Carthamus Tinctorius (Safflower) Seed Oil, Solanum Melongena (Eggplant) Fruit Extract, Water/Aqua/Eau, Coccinia Indica Fruit Extract, Simmondsia Chinensis (Jojoba) Seed Oil, Melia Azadirachta Flower Extract, Melia Azadirachta Leaf Extract, Isostearic Acid, Menthol, Butylene Glycol, Tocopheryl Acetate.Please refer to the ingredient list shown on your product for the most up-to-date information.",10.00
Epidermal Re-Texturizing Micro-Dermabrasion,Kiehl's Since 1851,"Aqua/Water, Alumina, Paraffinum Liquidum/ Mineral Oil, Glycerin, Dimethi-Cone, Butyrospermum Parkii/ Shea Butter, PEG-100 Stearate, Stearyl Alcohol, Glyceryl Stearate, Solum Diatomeae/Diatomaceous Earth, Ammonium Polyacryloyl-Dimethyl Taurate, Phenoxyethanol, Methylparaben, Butylparaben, Epilobium Angustifolium/ Epilobium Angustifolium Extract, Disodium Edta, Hydrolyzed Algin.",41.00
Micellar Cleansing Water,Skyn Iceland,"Water, Natural (Icelandic) Spring Water, Pentylene Glycol, Polyglyceryl-4 Laurate/Sebacate, Polyglyceryl-4 Caprylate/Caprate, Hamamelis Virginiana (Witch Hazel) Water, Arctic Algae Hydroglycolic Extract, Aloe Barbadensis Leaf Juice, Caprylyl/Capryl Glucoside, Cococus Nucifera (Coconut) Extract, Betula Alba Juice, Phenoxyethanol, Chlorphenesin.",28.00
Confidence In A Cream Anti-Aging Moisturizer,It Cosmetics,"Aqua (Water, Eau), Butylene Glycol, Cyclopentasiloxane, Glycerin, Butylene Glycol Dicaprylate / Dicaprate, Ethylhexyl Isononanoate, Hydrogenated Polyisobutene, Caprylic / Capric / Myristic / Stearic Triglyceride, Glyceryl Stearate, PEG - 100 Stearate, Polyglyceryl - 3 Methylglucose Distearate, Stearyl Behenate, Dimethicone, Pentaerythrityl Tetraethylhexanoate, Biosaccharide Gum - 1, Dimethicone / Vinyl Dimethicone Crosspolymer, Cetearyl Alcohol, Palmitic Acid, Stearic Acid, Polyethylene, PEG / PPG - 20 / 15 Dimethicone, Phenyl Methicone, Portulaca Oleracea Extract, Cocos Nucifera (Coconut) Oil, Aloe Barbadensis Leaf Extract, Butyrospermum Parkii (Shea) Butter, Hydroxyethyl Acrylate / Sodium Acryloyldimethyl Taurate Copolymer, Sodium Hyaluronate, Hydrogenated Lecithin, Polyquaternium - 51, Niacinamide, Hydrolyzed Collagen, Camellia Sinensis Leaf Extract, Tocopheryl Acetate, Carbomer, PEG - 150 Distearate, Ceramide Ap, Glycosphingolipids, Glyceryl Polymethacrylate, Meadowfoam Estolide, Sorbitan Isostearate, Squalane, Palmitoyl Pentapeptide - 4, Polysorbate 20, Steareth - 20, N - Hydroxysuccinimide, Chrysin, Palmitoyl Tripeptide - 1, Palmitoyl Tetrapeptide - 7, Polysorbate 60, Aleuritic Acid, Yeast Extract, Glycoproteins, Betaine, Hydrogenated Polydecene, Ceramide NP, Allantoin, Colloidal Oatmeal, Retinyl Retinoate, Polylactic Acid, Canola Oil, Cholesteryl Nonanoate, Ascorbyl Tetraisopalmitate, Glycyrrhiza Glabra (Licorice) Root Extract, Chamomilla Recutita (Matricaria) Flower Water, Curcuma Longa (Turmeric) Root Extract, Leuconostoc/Radish Root Ferment Filtrate, Eruca Sativa Leaf Extract, Glyceryl Citrate / Lactate/Linoleate / Oleate, Ceteareth - 20, Hydroxypropyl Bispalmitamide Mea, Glycine Soja (Soybean) Sterols, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Phytosteryl/Isostearyl/Cetyl/Stearyl/Behenyl Dimer Dilinoleate, Santalum Album (Sandalwood) Oil, Chamomilla Recutita (Matricaria) Flower Oil, Caprylhydroxamic Acid, Cetearyl Glucoside, Glucose, Stearyl Stearate, Tromethamine, Citric Acid, 1, 2 - Hexanediol, Chlorhexidine Digluconate, Potassium Sorbate, Dipropylene Glycol, Lavandula Angustifolia (Lavender) Oil, Citrus Paradisi (Grapefruit) Peel Oil, Cymbopogon Citratus Leaf Oil, Pelargonium Graveolens Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Pogostemon Cablin Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Ethylhexylglycerin, Caramel, Disodium EDTA, Phenoxyethanol, Caprylyl Glycol, Limonene, Linalool.",49.00
Bye Bye Foundation Full Coverage Moisturizer with SPF 50+,It Cosmetics,"Active: Titanium Dioxide 9.0%, Zinc Oxide 6.3%. Inactive: Aqua/Water/Eau, Snail Secretion Filtrate, Phenyl Trimethicone, Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Orbignya Oleifera Seed Oil, Butyloctyl Salicylate, Cetyl PEG/PPG-10/1 Dimethicone, Cyclopentasiloxane, Cyclohexasiloxane, Magnesium Sulfate, Polyglyceryl-4 Isostearate, Dimethicone/Vinyl Dimethicone Crosspolymer, Aluminum Hydroxide, Hexyl Laurate, Stearic Acid, Calcium Stearate, Caprylyl Glycol, Triethoxycaprylylsilane, Ethylhexylglycerin, Citrus Limon (Lemon) Peel Oil, Tocopheryl Acetate, Sorbitan Isostearate, Phenoxyethanol, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, 1,2-Hexanediol, Disodium Edta, Citrus Aurantium Dulcis (Orange) Peel Oil, Citrus Aurantifolia (Lime) Oil, Niacinamide, Hydrolyzed Hyaluronic Acid, Lactobacillus/Kelp Ferment Filtrate, Saccharomyces/Rice Ferment Filtrate, Hydrolyzed Silk, Aloe Barbadensis Leaf Extract, Cholesteryl Nonanoate, Cholesteryl Isostearate, Cholesteryl Chloride, Punica Granatum Seed Oil, Lactobacillus/Pumpkin Ferment Extract, Cholesterol, Vitis Vinifera (Grape) Seed Oil, Cholesteryl Oleyl Carbonate, Persea Gratissima (Avocado) Oil, Pinus Sylvestris Leaf Oil, Polymethylsilsesquioxane, Anthemis Nobilis Flower Water, Lactobacillus/Dipteryx Odorata Seed Ferment Filtrate, Panax Ginseng Root Extract, Avena Sativa (Oat) Kernel Extract, Cocos Nucifera (Coconut) Fruit Extract, Saccharum Officinarum (Sugar Cane) Extract, Hydrolyzed Collagen, Caprylhydroxamic Acid, Tocopherol, Thiamine HCl, Riboflavin, Retinyl Palmitate, Pantothenic Acid, Niacin, Folic Acid, Carnitine HCl, Biotin, Ascorbic Acid, Bacillus/Cordyceps Sinensis/Ganoderma Lucidum/Inonotus Obliquus/Lentinus Edodes/Phellinus Linteus/Schizophyllum Commune/Tricholoma Matsutake Extract Ferment Filtrate, Phaseolus Angularis Seed Extract, Lactobacillus/Rice Ferment Filtrate, Saccharomyces/Camellia Sinensis Extract Ferment Filtrate, Lactobacillus Ferment, Lactobacillus/Centella Asiatica/Gleditsia Sinensis Thorn/Houttuynia Cordata Extract/Phellodendron Amurense Bark/Polygonum Cuspidatum Root/Prunella Vulgaris/Torilis Japonica Extract Ferment Filtrate, Eucalyptus Globulus Leaf Oil, Curcuma Longa (Turmeric) Root Extract, Magnolia Kobus Bark Extract, Lactobacillus/Honeysuckle Flower/Licorice Root/Morus Alba Root/Pueraria Lobata Root/Schizandra Chinensis Fruit/Scutellaria Baicalensis Root/Sophora Japonica Flower Extract Ferment Filtrate, Glycine Soja (Soybean) Sprout Extract, Perfluorohexane, Glycerin, Leuconostoc/Radish Root Ferment Filtrate, Camellia Sinensis Leaf Extract, Silk Extract, Perfluorodecalin, Olea Europaea (Olive) Leaf Extract, Chrysanthemum Indicum Flower Extract, Diamond Powder, Morus Alba Fruit Extract, Pueraria Lobata Root Extract, Cinnamomum Cassia Bark Extract, Artemisia Princeps Leaf Extract, Diospyros Kaki Leaf Extract, N-Hydroxysuccinimide, Palmitoyl Oligopeptide, Chrysin, Palmitoyl Tetrapeptide-7, Pentafluoropropane, Steareth-20, Citric Acid, Sodium Benzoate, Potassium Sorbate, Chlorhexidine Digluconate. May Contain: Iron Oxides (Ci 77492, Ci 77491, Ci 77499).",39.50
Limited Edition Moisture Surge 72-Hour Auto-Replenishing Hydrator,Clinique,"Water\Aqua\Eau, Dimethicone, Butylene Glycol, Glycerin, Trisiloxane, Trehalose, Sucrose, Ammonium Acryloyldimethyltaurate/vp Copolymer, Hydroxyethyl Urea, Camellia Sinensis (green Tea) Leaf Extract, Silybum Marianum (lady's Thistle) Extract, Betula Alba (birch) Bark Extract, Saccharomyces Lysate Extract, Aloe Barbadensis Leaf Water, Thermus Thermophillus Ferment, Caffeine, Sorbitol, Palmitoyl Hexapeptide-12, Sodium Hyaluronate, Caprylyl Glycol, Oleth-10, Sodium Polyaspartate, Saccharide Isomerate, Hydrogenated Lecithin, Tocopheryl Acetate, Acrylates/c10-30 Alkyl Acrylate Crosspolymer, Glyceryl Polymethacrylate, Tromethamine, PEG-8, Hexylene Glycol, Magnesium Ascorbyl Phosphate, Disodium EDTA, BHT, Phenoxyethanol, Red 4 (CI 14700), Yellow 5 (CI 19140).",22.00
Revitalizing Supreme+ Global Anti-Aging Cell Power Crème,Estée Lauder,"Water\Aqua\Eau, Dimethicone, Glycerin, Isohexadecane, Butylene Glycol, Bis-PEG-18 Methyl Ether Dimethyl Silane, PEG-10 Dimethicone, Disteardimonium Hectorite, Pentylene Glycol, Cucumis Sativus (Cucumber) Fruit Extract, Narcissus Tazetta Bulb Extract, Magnolia Officinalis Bark Extract, Hordeum Vulgare (Barley) Extract\Extrait D'orge, Sigesbeckia Orientalis (St. Paul's Wort) Extract, Lens Esculenta (Lentil) Fruit Extract, Pyrus Malus (Apple) Fruit Extract, Whey Protein\Lactis Protein\Proteine Du Petit-Lait, Citrullus Vulgaris (Watermelon) Fruit Extract, Moringa Oleifera Seed Extract, Laminaria Digitata Extract, Triticum Vulgare (Wheat) Germ Extract, Opuntia Tuna Extract, Acetyl Hexapeptide-8, Sorbitol, Helianthus Annuus (Sunflower) Seedcake, Caffeine, Algae Extract, Sodium Hyaluronate, Sodium Lactate, Squalane, Polysilicone-11, Isododecane, Tocopheryl Acetate, Sucrose, Acetyl Glucosamine, Polyethylene, Propylene Carbonate, Citric Acid, PEG-32, Propylene Glycol Dicaprate, PEG-6, Isoceteth-20, Sodium Dehydroacetate, Aminopropyl Ascorbyl Phosphate, Fragrance (Parfum), Sodium PCA, Sodium Citrate, Disodium EDTA, BHT, Phenoxyethanol, Iron Oxides (CI 77491).Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",87.00
Ultimate Miracle Worker SPF 30,Philosophy,"Active Ingredients: Avobenzone (2.7%), Octinoxate (6.99%), Octocrylene (2%).Inactive Ingredients: Water, C12-15 Alkyl Benzoate, Carthamus Tinctorius (Safflower) Oleosomes, Glycerin, Cyclopentasiloxane, Butylene Glycol, Methyl Gluceth-20, Gluconolactone, Polyacrylamide, Hydrogenated Lecithin, Cyclohexasiloxane, Cetyl Alcohol, Bifida Ferment Lysate, Phenoxyethanol, Ammonium Acryloyldimethyltaurate/Vp Copolymer, C13-14 Isoparaffin, Polysorbate 80, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Benzoate, Sodium Hydroxide, Laureth-7, Glycine Soja (Soybean) Oil, Fragrance, Iris Pallida Root Extract, Ruby Powder, Disodium Edta, Gluconic Acid, Alcohol, Mica, Lecithin, Adenosine, Cellulose Gum, Retinol, Peg-8, Polysorbate 20, BHT, Chitosan, Ethylhexylglycerin, Glycolic Acid, Sorbitan Oleate, Calcium Gluconate, Tocopherol, Behentrimonium Chloride, Sodium Bicarbonate, Ascorbyl Palmitate, Beta-Glucan, Potassium Phosphate, Caprylyl Glycol, 1,2-Hexanediol, Camellia Sinensis Leaf Extract, Coffea Arabica (Coffee) Seed Extract, Pongamia Pinnata Seed Extract, Isopropyl Alcohol, Acetic Acid, Angelica Archangelica Root Extract, Benzoic Acid, Citrus Aurantium Amara (Bitter Orange) Peel Extract, Maltodextrin, Citric Acid, Magnesium Aluminum Silicate, Xanthan Gum, Lactic Acid, Ascorbic Acid, Sclerotium Gum, BHA, Sorbic Acid, Titanium Dioxide (Ci 77891).",78.00
Calm Water Gel,Dermalogica,"Water/Aqua/Eau, Glycerin, Aloe Barbadensis (Aloe) Leaf Juice, Dimethicone, Butylene Glycol, Pyrus Malus (Apple) Fruit Extract, 1,2-Hexanediol, Diethylhexyl Carbonate, Opuntia Ficus-Indica Stem Extract, Sodium Hyaluronate, Dipotassium Glycyrrhizate, Hydrolyzed Sodium Hyaluronate, Lavandula Angustifolia (Lavender) Flower Extract, Stearyl Heptanoate, Cetyl PEG/PPG-10/1 Dimethicone, Hydroxyacetophenone, Sea Salt, Dimethicone Crosspolymer, Stearyl Caprylate, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Potassium Sorbate, Citric Acid, Sodium Benzoate, Disodium Phosphate, Linalool,* Limonene.**Linalool and Limonene have not been added to the formula, but are natural components of the Lavender essential oil in the formula.",50.00
Matcha Pudding Antioxidant Cream,PEACH & LILY,"Water (Aqua), Ethylhexyl Palmitate, Glycerin, Niacinamide, Cetearyl Alcohol, 1,2-Hexanediol, Dicaprylyl Carbonate, Butylene Glycol, Glyceryl Stearate, Sorbitan Stearate, Camellia Sinensis Leaf Extract, Juniperus Communis Fruit Extract, Melia Azadirachta Flower Extract, Melia Azadirachta Leaf Extract, Moringa Oleifera Seed Extract, Nelumbo Nucifera Flower Extract, Panthenol, Tocopherol, Adenosine, Allantoin, Betaine, Caramel, Chlorphenesin, Eriobotrya Japonica Leaf Extract, Glyceryl Olivate, Cetearyl Olivate, Hydrogenated Rapeseed Alcohol, Propanediol, Pantolactone, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Tromethamine, Trisodium Ethylenediamine Disuccinate, Sucrose, Mineral Salts, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Behenyl Alcohol, Polyglyceryl-4 Oleate, Hydrogenated Vegetable Oil, Dipotassium Glycyrrhizate, Stearic Acid, Sorbitan Olivate, Sorbitan Isostearate, Aniba Rosodora (Rosewood) Wood Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Salvia Sclarea (Clary) Oil, Thymus Vulgaris (Thyme) Flower/Leaf Oil.",40.00
